random,date,hour,cloud_coverage,visibility,temperature,dew_point,relative_humidity,wind_speed,station_pressure,alimeter,solar_energy
0.344886875,7/23/2017,10,0.64,10,28.54,24.25,74.76,12.6,29.06,29.85,148.75
0.411780994,7/23/2017,11,0.53,10,29.8,23.78,67.12,13.24,29.06,29.85,148.53
0.599244235,7/23/2017,12,0.64,10,30.36,23.08,61.92,13.88,29.05,29.84,148.45
0.958691399,7/23/2017,13,0.01,10,30.95,20.89,51.96,12.72,29.04,29.83,148.2
0.630184726,7/23/2017,14,0.01,10,31.27,19.37,45.72,11.72,29.04,29.83,148.05
0.5170009,7/23/2017,15,0,10,31.25,19.22,45,11.4,29.04,29.83,148.05
0.690609898,7/23/2017,16,0,10,30.44,19.45,47.88,8,29.02,29.81,147.5
0.791901741,7/23/2017,17,0,10,29.93,21.87,57.88,6.72,29.03,29.82,147.05
0.583932697,7/24/2017,6,0.28,7.28,20.45,19.61,91.8,10.68,29.17,29.97,146.75
0.774306187,7/24/2017,7,0.63,10,21.49,19.43,85.71,8.89,29.19,29.99,146.68
0.124593135,7/24/2017,8,1,10,22.32,19.48,82.64,8.68,29.2,29.99,146.58
0.331852565,7/24/2017,9,1,10,23.16,19.39,79.96,7.36,29.21,30,146.5
0.261560796,7/24/2017,10,1,10,23.54,19.29,76.16,8.54,29.22,30.01,146.3
0.202786325,7/24/2017,11,1,10,24.1,19.06,71.88,7.32,29.22,30.01,146.23
0.030640361,7/24/2017,12,1,10,24.93,19.18,68.44,8.96,29.22,30.01,145.75
0.454987444,7/24/2017,13,0.75,10,25.62,18.88,63.11,7.92,29.22,30.01,145.7
0.541988624,7/24/2017,14,0.66,10,26.22,18.72,60.48,9.48,29.23,30.02,145.5
0.721548427,7/24/2017,15,0.53,10,26.56,18.54,58.12,10.24,29.23,30.02,145.35
0.120661431,7/24/2017,16,0.42,10,26.13,18.24,58.08,10.2,29.23,30.02,145.25
0.708718169,7/24/2017,17,0.16,10,25.45,17.79,59.44,11.24,29.23,30.02,144.7
0.2446858,7/25/2017,6,0,10,18.21,16.34,87.12,6.08,29.39,30.18,144.59
0.38749831,7/25/2017,7,0,10,20.16,16.8,77.8,9,29.39,30.19,144.25
0.870245567,7/25/2017,8,0,10,21.95,16.99,73.32,8.4,29.39,30.19,143.26
0.953690548,7/25/2017,9,0,10,23.4,17.04,66.52,8.04,29.39,30.19,142.15
0.749762788,7/25/2017,10,0,10,24.8,17.48,62.2,7.32,29.39,30.19,142.1
0.064363879,7/25/2017,11,0.14,10,25.65,18.2,60.8,6.76,29.39,30.18,141.81
0.463990835,7/25/2017,12,0.42,10,26.26,18.07,58.28,5.36,29.39,30.18,141.4
0.92138406,7/25/2017,13,0.29,10,27.05,17.92,55.6,3.4,29.38,30.17,141
0.595404952,7/25/2017,14,0.02,10,27.26,17.93,54.36,7,29.36,30.16,140.66
0.300192092,7/25/2017,15,0.02,10,27.57,17.56,52,6.68,29.36,30.16,140.63
0.489212957,7/25/2017,16,0.01,10,27.47,17.49,52.56,7.88,29.36,30.15,140.5
0.430736587,7/25/2017,17,0.01,10,26.83,17.15,53.28,8.88,29.34,30.14,140.25
0.196594386,7/26/2017,6,0.28,10,19.32,17.6,89.04,4.72,29.31,30.11,140.1
0.900050997,7/26/2017,7,0,10,21.81,18.79,84.2,6.04,29.31,30.11,140.08
0.629066466,7/26/2017,8,0,10,24.17,20.07,79,7,29.3,30.09,139.83
0.784403538,7/26/2017,9,0,10,26.37,21.21,74.24,6,29.31,30.1,139.68
0.754432943,7/26/2017,10,0,10,27.74,22.02,70.4,6.04,29.29,30.08,139.48
0.870822397,7/26/2017,11,0,10,28.65,22.95,71.36,6.72,29.28,30.07,139.45
0.240907246,7/26/2017,12,0.02,10,29.45,23.4,70.08,6.64,29.27,30.06,139.18
0.254909483,7/26/2017,13,0.54,10,29.86,23.61,69.36,5.04,29.26,30.05,139.05
0.690007535,7/26/2017,14,0.75,10,30.32,23.9,68.64,5.4,29.23,30.02,138.68
0.195452855,7/26/2017,15,0.41,10,30.19,24.3,69.92,5.72,29.22,30.01,138.4
0.814575621,7/26/2017,16,0,9.96,30.22,24.59,71.36,6.6,29.2,29.99,137.9
0.226534894,7/26/2017,17,0.02,10,29.63,25.1,74.68,5.88,29.18,29.97,137.68
0.903066274,7/27/2017,6,1,9.04,23.41,23.42,97.84,2.84,29.15,29.94,137.65
0.225338273,7/27/2017,7,1,10,23.74,23.62,96.77,6.08,29.16,29.95,136.63
0.970576314,7/27/2017,8,1,9.08,24.42,23.89,91.34,7.31,29.16,29.95,136.39
0.3701691,7/27/2017,9,1,10,25.21,23.98,89.04,6.72,29.15,29.94,136.1
0.63417792,7/27/2017,10,1,10,25.68,24.05,88.32,7.46,29.15,29.94,136
0.096795795,7/27/2017,11,0.99,10,26.28,23.95,85.6,7.22,29.14,29.94,135.75
0.112574956,7/27/2017,12,0.98,10,26.73,23.93,78.52,5.26,29.12,29.92,135.75
0.139962564,7/27/2017,13,0.85,10,27.53,23.71,74.61,7.27,29.11,29.91,135.53
0.263322396,7/27/2017,14,0.9,8.97,26.94,23.5,72.21,7.87,29.1,29.89,135.5
0.610565126,7/27/2017,15,0.59,10,27.94,23.18,69.42,7.75,29.09,29.88,135.28
0.420025314,7/27/2017,16,0.55,10,27.75,23.66,71.87,11.32,29.09,29.88,135.2
0.234685542,7/27/2017,17,0.65,10,27.8,23.13,70.92,9.55,29.09,29.88,135.05
0.121388916,7/28/2017,6,0.7,10,19.9,19.62,90.96,9,29.12,29.91,134.75
0.983004624,7/28/2017,7,0.95,10,21.16,20.42,88.45,10.52,29.12,29.92,134.58
0.523235098,7/28/2017,8,1,10,22.33,21.19,88.72,12.24,29.14,29.93,134.33
0.486401824,7/28/2017,9,1,8.88,23.18,20.86,82.72,12.68,29.15,29.94,133.83
0.68997152,7/28/2017,10,0.81,9.54,24.71,20.69,74.74,13.22,29.15,29.94,133.75
0.942688813,7/28/2017,11,0.54,10,25.85,19.93,67.2,14.48,29.16,29.95,133.75
0.873452322,7/28/2017,12,0.44,10,26.61,19.3,60.52,13.08,29.15,29.94,133.71
0.138811935,7/28/2017,13,0.54,10,27.02,18.07,53.92,15.56,29.15,29.94,132.98
0.150022921,7/28/2017,14,0.44,10,27.38,18.14,53.12,15,29.15,29.94,132.75
0.874894958,7/28/2017,15,0.03,10,27.2,17,50.24,14.8,29.15,29.94,132.35
0.057581535,7/28/2017,16,0.17,10,26.63,16.82,51.76,14.32,29.15,29.94,132.25
0.315363811,7/28/2017,17,0.01,10,25.66,17.37,55.92,12.68,29.16,29.95,131
0.315417499,7/29/2017,6,0,10,16.2,12.94,78.53,9.28,29.28,30.07,130.75
0.95281069,7/29/2017,7,0,10,17.42,12.14,70.68,10.64,29.3,30.1,130.25
0.762019658,7/29/2017,8,0,10,18.79,13.11,67.8,10.28,29.31,30.11,129.7
0.963832839,7/29/2017,9,0,10,20.5,13.54,60.92,10.56,29.31,30.11,129.1
0.802838641,7/29/2017,10,0.14,10,21.98,14.58,60.2,11.28,29.32,30.11,128.99
0.969875921,7/29/2017,11,0.64,10,22.79,13.95,55.16,12.56,29.31,30.11,128.83
0.52779834,7/29/2017,12,0.03,10,23.93,12.95,47.76,11.92,29.31,30.11,128.18
0.101375233,7/29/2017,13,0,10,24.52,13.16,45.92,12.04,29.31,30.11,128.15
0.285280367,7/29/2017,14,0.28,10,24.94,13.74,47.12,9.4,29.31,30.11,127.02
0.370637651,7/29/2017,15,0.42,10,25.23,14.25,48.36,11.08,29.31,30.1,126.85
0.546669181,7/29/2017,16,0.14,10,25.13,14.24,47.84,10.32,29.31,30.1,126.78
0.09065249,7/29/2017,17,0.14,10,24.61,14.38,49.44,11.28,29.3,30.09,125.48
0.56792935,7/30/2017,6,0,10,17.25,16.06,83.88,5.72,29.39,30.19,124.81
0.164922879,7/30/2017,7,0,10,20.1,16.98,79.2,5.4,29.41,30.21,124.75
0.302270631,7/30/2017,8,0,10,22.1,17.32,72.92,3.76,29.41,30.21,124.3
0.643119438,7/30/2017,9,0,10,24.49,16.41,59.44,4.4,29.41,30.21,124.26
0.687693219,7/30/2017,10,0.14,10,26.08,15.24,49.6,6.84,29.41,30.21,124.25
0.493152888,7/30/2017,11,0.42,10,26.73,13.62,42.28,4.68,29.41,30.21,124.2
0.369327588,7/30/2017,12,0.43,10,27.41,13.2,39.64,3.52,29.4,30.2,123.93
0.690496291,7/30/2017,13,0.31,10,27.82,12.83,38.36,6.08,29.4,30.2,123.86
0.703879926,7/30/2017,14,0.42,10,27.88,13.12,39.2,5.76,29.39,30.19,123.67
0.792085171,7/30/2017,15,0.29,10,27.8,13.38,38.88,7.32,29.38,30.17,123.5
0.847685254,7/30/2017,16,0.42,10,27.52,13.73,20.75,5.08,8.53,30.17,123.38
0.438930469,7/30/2017,17,0.28,10,26.98,13.91,20.86,6.32,8.53,30.17,123.23
0.973546617,7/31/2017,6,0.15,10,19.65,15.9,73.52,3.76,29.41,30.21,122.83
0.914902451,7/31/2017,7,0.02,10,22.54,16.91,67.48,2.16,29.41,30.21,122.53
0.871391304,7/31/2017,8,0.01,10,24.58,17.65,62.8,3.8,29.41,30.21,122.5
0.777152739,7/31/2017,9,0,10,26.24,17.64,56.88,6.96,29.41,30.21,122.43
0.495937824,7/31/2017,10,0.14,10,27.18,17.47,53.2,5.68,29.41,30.21,122.23
0.830679625,7/31/2017,11,0.62,10,27.62,17.18,51.28,5.04,29.4,30.2,121.88
0.734596704,7/31/2017,12,0.16,10,28.25,16.02,45.16,4.4,29.39,30.18,121.48
0.592011618,7/31/2017,13,0.29,10,28.46,16.65,47.32,1.72,29.37,30.17,121.38
0.695028215,7/31/2017,14,0,10,28.54,16.81,46.6,3.4,29.36,30.16,121.28
0.847182179,7/31/2017,15,0.29,10,28.62,16.72,21.26,3.72,8.53,30.14,120.95
0.419741326,7/31/2017,16,0.14,10,28.07,17.08,21.22,3.44,8.53,30.13,120.93
0.860761878,7/31/2017,17,0.28,10,27.56,18.01,21.22,0.96,8.53,30.13,120.75
0.521753917,8/1/2017,6,0,9.92,20.67,18.61,81.88,1.16,29.31,30.11,120.75
0.222636269,8/1/2017,7,0.54,10,23.21,19.1,75.56,1.16,29.31,30.11,120.73
0.696853924,8/1/2017,8,0.14,10,24.97,19.24,66.96,2.12,29.31,30.11,120.65
0.425537958,8/1/2017,9,0,10,25.91,19.58,60.44,4.28,29.31,30.11,120.43
0.361553217,8/1/2017,10,0.02,10,26.56,19.49,57.55,4.48,29.31,30.1,119.86
0.446204611,8/1/2017,11,0.28,10,27.32,20.12,60.4,5.24,29.3,30.09,119.64
0.279973665,8/1/2017,12,0,10,28.16,19.17,54.12,4.6,29.29,30.08,118.85
0.681322908,8/1/2017,13,0.01,10,27.58,19.26,54.52,4.36,29.27,30.06,118.7
0.449078058,8/1/2017,14,0.72,10,25.38,19.69,60.84,8,29.27,30.06,118.48
0.655593426,8/1/2017,15,0.85,10,24.5,16.22,59.3,5.31,29.28,30.07,118.1
0.41088776,8/1/2017,16,0.39,10,24.99,19.17,71.24,3.96,29.26,30.05,117.63
0.79017079,8/1/2017,17,0,10,25,20.74,78.53,2.24,29.26,30.05,117.58
0.680718826,8/2/2017,6,0.85,1.23,18.04,18.52,99.77,0,29.27,30.06,117.55
0.524598015,8/2/2017,7,0,6.2,20.46,20.33,93.2,0.2,29.27,30.06,117.27
0.517169969,8/2/2017,8,0,9.88,22.99,20.9,81.24,1.8,29.27,30.06,117.18
0.482289613,8/2/2017,9,0,10,25.46,20.83,71.2,3.84,29.28,30.07,117.15
0.896992538,8/2/2017,10,0.14,10,26.76,20.06,63.88,2.68,29.28,30.07,117.14
0.091928246,8/2/2017,11,0.43,10,27.67,19.5,59.16,1.2,29.27,30.06,116.93
0.29588964,8/2/2017,12,0.69,10,28.12,18.87,54.25,4.92,29.26,30.06,116.53
0.159248161,8/2/2017,13,0.31,10,28.64,18.11,50.24,1.16,29.24,30.03,116.1
0.373091317,8/2/2017,14,0.54,10,28.95,18.79,50.76,3.84,29.23,30.02,115.86
0.767868938,8/2/2017,15,0.46,10,28.64,17.94,49.07,3.32,29.22,30.01,115.5
0.046731904,8/2/2017,16,0.3,10,27.32,20.01,59.08,7.32,29.21,30,115.35
0.204945156,8/2/2017,17,0.66,10,27.59,20.53,62.8,3.64,29.21,30,115
0.620871248,8/3/2017,6,0.14,7.88,19.82,19.13,94.6,1.92,29.24,30.03,114.98
0.03848871,8/3/2017,7,0.8,9.84,22.15,20.61,87.44,0.24,29.23,30.02,114.73
0.903335742,8/3/2017,8,0.42,10,24.81,21.72,80.92,5.2,29.23,30.02,114.58
0.539320029,8/3/2017,9,0.28,10,27.22,21.55,68.56,7.68,29.22,30.01,114.43
0.106360032,8/3/2017,10,0.39,10,28.48,21.37,62.15,9,29.21,30,114.38
0.528286401,8/3/2017,11,0.73,10,29.06,21.29,60.52,10.32,29.19,29.98,114.38
0.940815096,8/3/2017,12,0.14,10,29.33,21.04,56.6,12.72,29.16,29.95,114.35
0.473046697,8/3/2017,13,0.42,10,29.37,21.04,55.96,12.44,29.13,29.92,114.2
0.614518507,8/3/2017,14,0.51,9.89,25.7,20.35,67.52,12.07,29.14,29.93,114.03
0.317738598,8/3/2017,15,0.51,8.07,22.95,20.25,83.8,6.28,29.13,29.93,113.75
0.495142032,8/3/2017,16,0.01,10,25.6,20.41,68,7.28,29.12,29.91,113.68
0.801319228,8/3/2017,17,0,10,25.21,21.06,73.36,6,29.11,29.9,113.33
0.898555498,8/4/2017,6,0.14,10,13.82,12,88.92,10.56,29.17,29.96,113.3
0.812078829,8/4/2017,7,0.9,10,14.63,11.52,80.04,13.08,29.18,29.97,113.05
0.94969355,8/4/2017,8,0.98,10,15.08,10.8,75.43,15.08,29.19,29.98,112.68
0.731159918,8/4/2017,9,0.98,10,16.15,10.86,70.24,15.58,29.2,29.99,112.35
0.905860859,8/4/2017,10,0.99,10,16.67,11.1,69.72,14.57,29.2,30,112.28
0.109682426,8/4/2017,11,0.99,10,17.47,11.56,68.52,15.96,29.21,30,112.08
0.525732287,8/4/2017,12,1,10,17.92,11.74,67.62,15.69,29.22,30.01,112.08
0.681677121,8/4/2017,13,1,10,18.38,12.06,65.77,17.54,29.22,30.01,111.96
0.295856805,8/4/2017,14,1,10,19.42,12.25,63.24,14.6,29.22,30.01,111.5
0.015347341,8/4/2017,15,1,10,20.43,12.38,60.28,14.96,29.22,30.01,111.4
0.037280727,8/4/2017,16,0.91,10,20.68,12.99,60.6,9.52,29.22,30.01,111
0.155412322,8/4/2017,17,0.73,10,20.99,12.5,56.28,11.92,29.22,30.01,110.95
0.98642311,8/5/2017,6,0,10,14.05,13.73,88.08,2.56,29.3,30.09,110.94
0.889277176,8/5/2017,7,0,10,17.52,15.03,76.96,0.12,29.3,30.09,110.6
0.914368978,8/5/2017,8,0,10,20.73,15.42,67.88,5,29.3,30.09,110.5
0.783000754,8/5/2017,9,0,10,23.04,15.28,58.32,7.04,29.32,30.11,110.3
0.154405121,8/5/2017,10,0,10,24.17,13.93,50.8,7,29.32,30.11,110.28
0.371395944,8/5/2017,11,0.42,10,24.48,13.84,49.36,4.76,29.31,30.1,110.08
0.068113414,8/5/2017,12,0.54,10,24.73,13.84,49.04,5.16,29.31,30.1,109.7
0.325987266,8/5/2017,13,0.62,10,25.02,13.9,46.56,7.36,29.3,30.09,109.58
0.677294959,8/5/2017,14,0.01,10,24.89,13.16,45.28,6.76,29.29,30.08,109.23
0.713218693,8/5/2017,15,0.02,10,24.4,13.07,46.24,6.72,29.29,30.08,109.17
0.679478617,8/5/2017,16,0,10,23.88,15.24,54.72,6.4,29.28,30.07,109
0.108934579,8/5/2017,17,0,10,23.86,14.93,54.24,5.04,29.27,30.06,108.21
0.041741587,8/6/2017,6,1,10,17.78,16.71,90,4.28,29.25,30.04,108.2
0.018384905,8/6/2017,7,1,10,18.4,16.36,82.32,6.28,29.25,30.04,107.78
0.957590563,8/6/2017,8,1,10,19.13,16.18,79.2,3.2,29.24,30.03,107.35
0.722852032,8/6/2017,9,1,10,19.59,16.43,79.4,4.72,29.25,30.05,107.35
0.229397914,8/6/2017,10,1,10,19.92,16.53,78.96,4.44,29.26,30.05,107.35
0.85175553,8/6/2017,11,1,10,20.34,16.87,79.6,5.72,29.26,30.05,107.25
0.453000767,8/6/2017,12,1,8.4,20.77,18.24,91.37,6.04,29.26,30.05,107.18
0.923600474,8/6/2017,13,1,10,21.76,18.03,80.92,7.32,29.23,30.02,107.08
0.831807225,8/6/2017,14,1,10,21.77,17.46,76.84,8.04,29.23,30.02,107.03
0.444301063,8/6/2017,15,1,10,21.88,17.41,76.64,9.28,29.22,30.01,106.98
0.010454233,8/6/2017,16,1,10,22.14,18.01,76.76,8.44,29.21,30,106.6
0.006400846,8/6/2017,17,0.63,10,22.09,17.79,74.52,8.4,29.19,29.98,106.3
0.392302791,8/7/2017,6,1,10,18.54,17.88,90,4.16,29.22,30.01,106.15
0.850460055,8/7/2017,7,0.92,10,19.62,17.71,86.04,6.52,29.22,30.01,105.63
0.192219162,8/7/2017,8,0.74,10,21.33,17.23,73.64,7.24,29.23,30.02,105.51
0.05439807,8/7/2017,9,0.98,10,22.04,17.1,71.26,8.85,29.24,30.03,105.38
0.241538466,8/7/2017,10,0.91,10,22.7,17.35,70,8.04,29.25,30.04,105.15
0.643724254,8/7/2017,11,1,10,22.74,16.92,66.32,5.68,29.26,30.05,104.73
0.353407615,8/7/2017,12,0.99,10,23.16,16.04,60.8,6.08,29.27,30.06,104.5
0.818229295,8/7/2017,13,0.73,10,23.7,16.57,61.92,6.72,29.27,30.06,104.43
0.415763659,8/7/2017,14,0.15,10,23.63,15.21,57.04,7.6,29.27,30.06,104.1
0.573091081,8/7/2017,15,0.01,10,24.13,14.62,52.24,8.32,29.26,30.05,104.09
0.157295928,8/7/2017,16,0.01,10,23.96,14.76,52.32,8.32,29.27,30.06,103.58
0.699730257,8/7/2017,17,0,10,23.19,16.16,60.4,7.4,29.27,30.06,103.25
0.756183583,8/8/2017,6,0,10,14.52,11.39,72.59,6.36,29.39,30.19,102.88
0.950481359,8/8/2017,7,0,10,17.53,12.05,65.32,7,29.41,30.21,102.83
0.854816067,8/8/2017,8,0,10,20.66,13.04,60.04,5.8,29.41,30.21,102.69
0.141634489,8/8/2017,9,0,10,22.99,12.65,51.68,6.08,29.42,30.22,102.58
0.503076454,8/8/2017,10,0,10,24.2,11.32,44.04,6.68,29.42,30.22,102.4
0.286346417,8/8/2017,11,0,10,25.05,11.69,42.52,5.36,29.41,30.21,102.15
0.651985542,8/8/2017,12,0,10,25.89,11.76,41.24,5.44,29.4,30.2,101.2
0.587610995,8/8/2017,13,0,10,26.31,12.81,41.88,5.76,29.39,30.19,101.11
0.373277382,8/8/2017,14,0.14,10,26.56,13.18,42.28,5.44,29.39,30.18,100.9
0.148175931,8/8/2017,15,0.29,10,26.23,13.33,43.28,5.72,29.37,30.17,100.78
0.395913688,8/8/2017,16,0.38,10,25.94,13.47,44.2,6.04,29.36,30.16,100.65
0.413762745,8/8/2017,17,0.16,10,25.31,13.46,44,4.36,29.36,30.16,100.35
0.335655193,8/9/2017,6,0,10,15.58,14.71,88.92,0.2,29.42,30.22,100.1
0.283375006,8/9/2017,7,0,10,19.86,15.77,74.08,0.2,29.43,30.23,100.1
0.606269237,8/9/2017,8,0,10,22.56,16.21,65.12,3.76,29.43,30.23,100.01
0.244783573,8/9/2017,9,0,10,24.49,14.27,51.84,6.36,29.43,30.23,99.7
0.261213772,8/9/2017,10,0,10,25.64,13.25,44.88,4.8,29.41,30.21,98.88
0.431847745,8/9/2017,11,0.29,10,26.11,12.58,41.44,8.68,29.4,30.2,98.85
0.689699203,8/9/2017,12,0,10,26.44,11.42,38.16,7.24,29.39,30.19,98.45
0.829055656,8/9/2017,13,0.03,10,26.56,11.82,38.56,5.76,29.38,30.18,98.25
0.816613344,8/9/2017,14,0.64,10,26.83,13.64,42.08,6.68,29.36,30.16,97.74
0.165235745,8/9/2017,15,0.14,10,26.71,13.46,42.4,4.04,29.36,30.15,97.7
0.25360208,8/9/2017,16,0.15,10,26.4,13.82,43.8,2.76,29.35,30.15,97.13
0.99685405,8/9/2017,17,0.01,10,25.75,13.79,44.4,2.76,29.34,30.14,96.78
0.388677992,8/10/2017,6,0.01,9.54,16.73,14.83,83.89,0.38,29.34,30.13,96.38
0.446924929,8/10/2017,7,0,10,20.33,15.58,73.96,3.08,29.33,30.12,96.28
0.748535548,8/10/2017,8,0,10,23.32,17.15,67.08,4.76,29.32,30.12,96.2
0.755287723,8/10/2017,9,0,10,25.81,17.71,58.24,8.64,29.33,30.12,95.53
0.691890909,8/10/2017,10,0,10,27.19,18.91,56.8,8.4,29.31,30.11,95.5
0.522948852,8/10/2017,11,0.28,10,28.19,18.45,53.84,7.32,29.31,30.11,94.8
0.669757796,8/10/2017,12,0.52,10,28.34,17.8,50.12,5.84,29.31,30.1,94.71
0.508900375,8/10/2017,13,0.55,10,28.64,17.99,47.56,9.08,29.29,30.08,94.65
0.438311538,8/10/2017,14,0.29,10,29.07,18.01,47.56,8.36,29.26,30.05,94.65
0.511846333,8/10/2017,15,0.44,10,29.09,18.62,49.8,10,29.24,30.03,94.5
0.064253531,8/10/2017,16,0.14,10,28.85,18.58,50.6,9.72,29.23,30.02,94.13
0.022633369,8/10/2017,17,0.15,10,27.75,19.23,56.96,7.76,29.23,30.02,93.3
0.028788982,8/11/2017,6,0.66,9.96,19.37,19.05,96.4,0.12,29.23,30.02,93.2
0.465629272,8/11/2017,7,0.54,10,21.02,18.94,84.19,3.3,29.24,30.03,93
0.836542789,8/11/2017,8,0.98,10,21.9,18.97,80.74,5.7,29.25,30.04,92.2
0.597502892,8/11/2017,9,0.84,10,23.09,19.39,78.24,5.36,29.25,30.04,92.03
0.151006685,8/11/2017,10,0.39,10,24.86,19.13,68.76,7,29.23,30.02,91.64
0.090936417,8/11/2017,11,0.6,10,26,18.71,62.12,6.32,29.23,30.02,91.39
0.422202159,8/11/2017,12,0.82,10,26.68,19.09,60.4,5.04,29.22,30.01,91.35
0.842569142,8/11/2017,13,0.91,10,27.17,18.76,57.24,7,29.22,30.01,91.19
0.666966935,8/11/2017,14,0.66,10,27.42,18.65,56.96,9.24,29.21,30,90.83
0.00967154,8/11/2017,15,0.29,10,27.14,18.09,55.56,10.28,29.2,29.99,90.68
0.591436291,8/11/2017,16,0.15,10,26.05,17.87,60.36,11.52,29.2,29.99,90.07
0.386031527,8/11/2017,17,0,10,24.45,16.91,60.56,12.52,29.2,29.99,89.95
0.893335481,8/12/2017,6,0,10,15.62,14.92,88.2,5.64,29.27,30.06,89.8
0.756266239,8/12/2017,7,0,10,18.26,15.93,83.04,5.72,29.28,30.07,89.68
0.371684651,8/12/2017,8,0,10,20.91,16.34,73.56,7.64,29.29,30.08,89.56
0.810500617,8/12/2017,9,0.28,10,22.33,15.49,62.52,9.04,29.3,30.09,89.1
0.52212857,8/12/2017,10,0.44,10,23.19,12.37,48.88,11.28,29.3,30.09,88.93
0.13986809,8/12/2017,11,0.44,10,24.19,12.85,48.12,8.32,29.3,30.09,88.68
0.567247029,8/12/2017,12,0.52,10,24.64,12.53,46.2,8.64,29.29,30.08,88.18
0.432628314,8/12/2017,13,0.42,10,25.13,12.87,44.56,8.76,29.29,30.08,88.08
0.510434442,8/12/2017,14,0.29,10,25.12,13.09,46.88,8.92,29.28,30.07,87.1
0.81955769,8/12/2017,15,0.14,10,25.1,12.39,44.56,9,29.27,30.06,87.03
0.688829878,8/12/2017,16,0.28,10,24.72,13.57,47.36,8.96,29.27,30.06,87.03
0.868450695,8/12/2017,17,0.14,10,23.84,13.75,51.08,8.32,29.26,30.05,86.9
0.065455526,8/13/2017,6,0,9.96,14.2,14.96,91.08,0.12,29.29,30.08,86.69
0.364757751,8/13/2017,7,0,10,18.14,15.54,77.6,1.8,29.29,30.08,86.23
0.404287275,8/13/2017,8,0,10,20.9,14.37,63.84,5.08,29.31,30.1,86.13
0.180755394,8/13/2017,9,0,10,22.61,12.98,52.44,7.96,29.3,30.09,85.79
0.729922819,8/13/2017,10,0,10,23.65,12.03,46.8,4.12,29.3,30.09,85.58
0.222249709,8/13/2017,11,0.01,10,24.29,12.48,47,1.2,29.28,30.07,85.28
0.600837398,8/13/2017,12,0.02,10,25.24,12.72,44.04,8.2,29.26,30.05,85.13
0.106128272,8/13/2017,13,0.29,10,25.83,13.23,44.36,3.48,29.25,30.04,84.93
0.215747538,8/13/2017,14,0.44,10,25.83,13.55,45.64,4.72,29.23,30.02,84.92
0.654518235,8/13/2017,15,0.28,10,25.82,13.87,46.24,3.2,29.22,30.01,84.9
0.892031796,8/13/2017,16,0,10,25.59,13.9,45.4,4.72,29.21,30,84.7
0.559782671,8/13/2017,17,0.01,10,24.47,14.73,51.04,4.68,29.2,29.99,84.53
0.652147595,8/14/2017,6,0.56,9.96,17.58,16.54,89.16,1.16,29.14,29.93,84.51
0.745051873,8/14/2017,7,0.14,10,20.39,17.47,83.24,0.96,29.12,29.91,84.29
0.329528032,8/14/2017,8,0,10,23.58,17.93,69.72,0.96,29.12,29.91,84.08
0.737347,8/14/2017,9,0,10,25.52,17.23,58.16,3.4,29.13,29.92,84
0.822091511,8/14/2017,10,0.01,10,26.53,17.05,53.68,5.24,29.13,29.92,83.89
0.15396276,8/14/2017,11,0,10,27.43,16.6,48.88,3.76,29.12,29.91,83.83
0.314932685,8/14/2017,12,0.44,10,28,17.3,50.64,5.08,29.1,29.89,83.8
0.996802725,8/14/2017,13,0.65,10,28.22,17.33,49.72,6.92,29.07,29.86,83.58
0.705821987,8/14/2017,14,0.15,10,28.33,17.51,48.84,3.48,29.06,29.85,83.24
0.244059808,8/14/2017,15,0.91,10,28.23,18.18,51.84,7.32,29.05,29.84,83.13
0.933009534,8/14/2017,16,0.9,10,28.03,18.62,52.44,5.56,29.04,29.83,83.13
0.124219769,8/14/2017,17,0.88,10,27.61,18.56,54.48,7.32,29.04,29.83,83.08
0.649895681,8/15/2017,6,0.08,3.33,19.03,19.66,97.21,0.1,29.12,29.91,82.74
0.020939194,8/15/2017,7,0.01,6.95,22,20.91,88.52,1.11,29.12,29.92,82.45
0.170730765,8/15/2017,8,0,10,25.08,21.5,76.88,5.96,29.14,29.93,82.4
0.537820853,8/15/2017,9,0.42,10,26.43,21.56,71.04,5.64,29.14,29.93,81.68
0.074233659,8/15/2017,10,0.75,10,27.12,21.93,70.54,5.11,29.15,29.94,80.98
0.724928599,8/15/2017,11,0.75,10,28.23,22.14,65.72,6.64,29.15,29.94,80.4
0.74993097,8/15/2017,12,0.71,10,29.36,21.74,59.53,6.46,29.14,29.93,80.27
0.551304657,8/15/2017,13,0.74,10,30.04,21.14,55.72,7.24,29.14,29.93,80.2
0.407210583,8/15/2017,14,0.74,10,30.31,20.61,52.84,7.6,29.12,29.91,80.16
0.403023149,8/15/2017,15,0.63,10,30.14,21.31,58.12,5.04,29.13,29.92,80.05
0.346117273,8/15/2017,16,0.52,10,30.12,21.09,56.84,1.28,29.12,29.91,80
0.242257441,8/15/2017,17,0.52,10,29.43,20.74,56.36,4.4,29.11,29.9,79.71
0.485366023,8/16/2017,6,0,5.14,20.21,20.3,95.46,2.58,29.21,30,79.7
0.356628515,8/16/2017,7,0,8.88,23.37,22,91.08,5.32,29.22,30.01,79.47
0.418019518,8/16/2017,8,0,9.96,26.08,23.22,81.48,5.64,29.21,30,78.85
0.211577578,8/16/2017,9,0.28,10,27.45,23.32,74.96,7.96,29.21,30,78.8
0.067915041,8/16/2017,10,0.54,10,28.51,23.13,70.72,8.36,29.21,30,78.73
0.185988516,8/16/2017,11,0.75,10,28.44,22.99,67.52,9.96,29.2,29.99,78.7
